WONo,WOPartNo,WORef,WOSalesOrder,WOLineNo,WOStatus,WOProjectNo,WOQty,WOQtyReceived,WOQtyOS,WOCreationDate,WOCreatedByUser,WOSchedStartDate,WOSchedFinishDate,WOActualStartDate,WOActualFinishDate,WODateTotalQtyReceived,WOJobType,WOPriority,WOMasterNo,WOblnLotCards,WOLotQty,WOReprintNo,WOLastBatchNo,WORevNo,WOBonus,WOBookingRef,WOParentNo,WOBOMName,WOBOMRev,WORoutName,WORoutRev,WOOffPlanReason,WOTycoTestID,WOEstMatCost,WOEstLabCost,WOEstSubCost,WOEstOrigQty,WOSFLStatus,WODepartment,WOStandard,WOIsForecast,WOOriginalForecastNo,WOForecastCustomer,MasterWO_SO,MasterWO_SOLine,WOLevel,WOIssueLocation,WOEarliestStartDate,WOSplitFromWONo,WOCastCode,WO3rdPartyUpdate,PM_DateSentToPM,PM_NestNo,PM_DateSentToMachine,PM_DateCut,StockAllocationWO,WorksOrdersBOM,WorksOrdersRouting,tlkpWOJobType
17071,E/15278-1,303904,6274,1,50,null,1,1,0,26/10/2021 00:00:00,JACQUELINE GATENBY,26/10/2021 00:00:00,10/12/2021 00:00:00,13/11/2021 00:00:00,03/12/2021 00:00:00,03/12/2021 00:00:00,null,99,17071,FALSE,0,2,1,null,0,null,17071,STANDARD,null,STANDARD,null,null,0,935.14,2724.222222,240,1,null,null,-1,FALSE,0,null,6274,1,0,null,26/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17070,E/14784-22,CN204700-0-POR-4004 Rev.00,6165,22,50,null,1,1,0,26/10/2021 00:00:00,JACQUELINE GATENBY,26/10/2021 00:00:00,26/10/2021 00:00:00,26/10/2021 00:00:00,14/04/2022 00:00:00,26/10/2021 00:00:00,null,null,17070,FALSE,0,0,1,null,0,null,17070,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6165,22,0,null,26/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17069,E/15332-1,PO-5088,6273,1,50,null,1,1,0,25/10/2021 00:00:00,JACQUELINE GATENBY,25/10/2021 00:00:00,30/11/2021 00:00:00,27/10/2021 00:00:00,11/08/2022 00:00:00,10/11/2021 00:00:00,null,null,17069,FALSE,0,0,1,null,0,null,17069,STANDARD,null,STANDARD,null,null,0,1,1150,0,1,null,null,-1,FALSE,0,null,6273,1,0,null,25/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17068,E/15191-6,205750,6260,6,50,null,1,1,0,22/10/2021 00:00:00,JACQUELINE GATENBY,22/10/2021 00:00:00,07/02/2022 00:00:00,16/11/2021 15:05:00,10/02/2022 00:00:00,11/01/2022 00:00:00,null,99,17068,FALSE,0,2,1,null,0,null,17068,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6260,6,0,null,22/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17067,E/15331-1,4700240513 / GB15,6272,1,50,null,1,1,0,21/10/2021 00:00:00,JACQUELINE GATENBY,21/10/2021 00:00:00,31/10/2021 00:00:00,03/11/2021 00:00:00,17/03/2022 00:00:00,31/01/2022 00:00:00,null,null,17067,FALSE,0,0,1,null,0,null,17067,STANDARD,null,STANDARD,null,null,0,200,3100,690,1,null,null,-1,FALSE,0,null,6272,1,0,null,21/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17066,E/15112-2,AC-PO-0075,6241,2,50,null,1,1,0,19/10/2021 00:00:00,JACQUELINE GATENBY,28/10/2021 00:00:00,28/10/2021 00:00:00,29/10/2021 00:00:00,29/10/2021 00:00:00,29/10/2021 00:00:00,null,99,17066,FALSE,0,0,1,null,0,null,17066,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6241,2,0,null,28/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17065,E/15238-12,80977,6254,12,50,null,1,1,0,19/10/2021 00:00:00,JACQUELINE GATENBY,28/10/2021 00:00:00,28/10/2021 00:00:00,19/10/2021 00:00:00,19/10/2021 00:00:00,19/10/2021 00:00:00,null,99,17065,FALSE,0,0,1,null,0,null,17065,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6254,12,0,null,28/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17064,E/15119-8,DL9022185,6264,8,50,null,1,1,0,18/10/2021 00:00:00,JACQUELINE GATENBY,15/12/2021 00:00:00,15/12/2021 00:00:00,15/11/2021 11:15:00,17/01/2022 00:00:00,22/12/2021 00:00:00,null,99,17064,FALSE,0,2,1,null,0,null,17064,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6264,8,0,null,15/12/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17063,E/15119-7,DL9022185,6264,7,50,null,1,1,0,18/10/2021 00:00:00,JACQUELINE GATENBY,15/12/2021 00:00:00,15/12/2021 00:00:00,18/11/2021 07:40:00,22/12/2021 00:00:00,22/12/2021 00:00:00,null,99,17063,FALSE,0,2,1,null,0,null,17063,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6264,7,0,null,15/12/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17062,E/15119-6,DL9022185,6264,6,60,null,1,0,1,18/10/2021 00:00:00,JACQUELINE GATENBY,15/12/2021 00:00:00,15/12/2021 00:00:00,19/10/2021 00:00:00,19/10/2021 00:00:00,null,null,99,17062,FALSE,0,0,0,null,0,null,17062,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6264,6,0,null,15/12/2021 00:00:00,0,null,NEW,null,null,null,null,[Table],[Table],[Table],
17061,E/15119-5,DL9022185,6264,5,50,null,1,1,0,18/10/2021 00:00:00,JACQUELINE GATENBY,15/12/2021 00:00:00,15/12/2021 00:00:00,15/11/2021 15:39:00,22/12/2021 00:00:00,22/12/2021 00:00:00,null,99,17061,FALSE,0,2,1,null,0,null,17061,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6264,5,0,null,15/12/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17060,E/15119-4,DL9022185,6264,4,50,null,1,1,0,18/10/2021 00:00:00,JACQUELINE GATENBY,15/12/2021 00:00:00,15/12/2021 00:00:00,12/11/2021 09:27:00,22/12/2021 00:00:00,22/12/2021 00:00:00,null,99,17060,FALSE,0,2,1,null,0,null,17060,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6264,4,0,null,15/12/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17059,E/15119-3,DL9022185,6264,3,50,null,1,1,0,18/10/2021 00:00:00,JACQUELINE GATENBY,15/12/2021 00:00:00,15/12/2021 00:00:00,19/11/2021 07:39:00,22/12/2021 00:00:00,22/12/2021 00:00:00,null,99,17059,FALSE,0,2,1,null,0,null,17059,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6264,3,0,null,15/12/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17058,E/15119-2,DL9022185,6264,2,50,null,1,1,0,18/10/2021 00:00:00,JACQUELINE GATENBY,15/12/2021 00:00:00,15/12/2021 00:00:00,17/11/2021 13:00:00,22/12/2021 00:00:00,22/12/2021 00:00:00,null,99,17058,FALSE,0,2,1,null,0,null,17058,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6264,2,0,null,15/12/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17057,E/15315-1,4700239830 / GB15,6271,1,50,null,1,1,0,18/10/2021 00:00:00,JACQUELINE GATENBY,28/10/2021 00:00:00,28/10/2021 00:00:00,23/11/2021 07:50:00,31/01/2022 00:00:00,31/01/2022 00:00:00,null,99,17057,FALSE,0,0,1,null,0,null,17057,STANDARD,null,STANDARD,null,null,0,1,1887.5,150,1,null,null,-1,FALSE,0,null,6271,1,0,null,28/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17056,E/15302-1,P305097,6270,1,50,null,1,1,0,14/10/2021 00:00:00,JACQUELINE GATENBY,14/10/2021 00:00:00,24/11/2021 00:00:00,26/10/2021 00:00:00,18/01/2022 00:00:00,09/12/2021 00:00:00,null,99,17056,FALSE,0,2,1,null,0,null,17056,STANDARD,null,STANDARD,null,null,0,318,215.861111,2895,1,null,null,-1,FALSE,0,null,6270,1,0,null,14/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17055,E/15156-2,719870 OP,6242,2,50,null,1,1,0,14/10/2021 00:00:00,JACQUELINE GATENBY,28/10/2021 00:00:00,28/10/2021 00:00:00,17/10/2021 07:08:00,02/12/2021 00:00:00,02/12/2021 00:00:00,null,99,17055,FALSE,0,0,1,null,0,null,17055,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6242,2,0,null,28/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17054,E/15191-5,205769,6260,5,50,null,1,1,0,13/10/2021 00:00:00,JACQUELINE GATENBY,13/10/2021 00:00:00,07/02/2022 00:00:00,17/11/2021 00:00:00,04/02/2022 00:00:00,31/01/2022 00:00:00,null,99,17054,FALSE,0,1,1,null,0,null,17054,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6260,5,0,null,13/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17053,E/15191-4,205750,6260,4,50,null,1,1,0,13/10/2021 00:00:00,JACQUELINE GATENBY,13/10/2021 00:00:00,07/02/2022 00:00:00,16/11/2021 16:04:00,04/02/2022 00:00:00,13/01/2022 00:00:00,null,99,17053,FALSE,0,2,1,null,0,null,17053,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6260,4,0,null,13/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17052,E/15191-3,205769,6260,3,50,null,1,1,0,13/10/2021 00:00:00,JACQUELINE GATENBY,13/10/2021 00:00:00,07/02/2022 00:00:00,17/11/2021 00:00:00,04/02/2022 00:00:00,26/01/2022 00:00:00,null,99,17052,FALSE,0,3,1,null,0,null,17052,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6260,3,0,null,13/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17051,E/15191-2,205748,6260,2,50,null,1,1,0,13/10/2021 00:00:00,JACQUELINE GATENBY,13/10/2021 00:00:00,07/02/2022 00:00:00,16/11/2021 18:05:00,04/02/2022 00:00:00,26/01/2022 00:00:00,null,99,17051,FALSE,0,1,1,null,0,null,17051,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6260,2,0,null,13/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17050,E/15225-2,2054345,6258,2,60,null,1,0,1,12/10/2021 00:00:00,JACQUELINE GATENBY,29/10/2021 00:00:00,29/10/2021 00:00:00,17/02/2022 00:00:00,17/02/2022 00:00:00,null,null,99,17050,FALSE,0,0,0,null,0,null,17050,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6258,2,0,null,29/10/2021 00:00:00,0,null,NEW,null,null,null,null,[Table],[Table],[Table],
17049,E/14891-6,1053079,6166,6,50,null,1,1,0,12/10/2021 00:00:00,JACQUELINE GATENBY,28/10/2021 00:00:00,28/10/2021 00:00:00,22/10/2021 00:00:00,22/10/2021 00:00:00,22/10/2021 00:00:00,null,99,17049,FALSE,0,0,1,null,0,null,17049,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6166,6,0,null,28/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17048,E/15300-1,720368 OP ,6269,1,50,null,1,1,0,11/10/2021 00:00:00,JACQUELINE GATENBY,11/10/2021 00:00:00,22/11/2021 00:00:00,15/10/2021 00:00:00,25/11/2021 00:00:00,23/11/2021 00:00:00,null,99,17048,FALSE,0,7,1,null,0,null,17048,STANDARD,null,STANDARD,null,null,0,823.1,4178.444445,0,1,null,null,-1,FALSE,0,null,6269,1,0,null,11/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17047,E/15238-11,80164,6254,11,50,null,1,1,0,11/10/2021 00:00:00,JACQUELINE GATENBY,21/10/2021 00:00:00,21/10/2021 00:00:00,08/10/2021 00:00:00,02/12/2021 00:00:00,02/12/2021 00:00:00,null,99,17047,FALSE,0,0,1,null,0,null,17047,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6254,11,0,null,21/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17046,E/15269-1,21603,6268,1,50,null,1,1,0,08/10/2021 00:00:00,JACQUELINE GATENBY,08/10/2021 00:00:00,12/11/2021 00:00:00,25/10/2021 00:00:00,22/11/2021 00:00:00,18/11/2021 00:00:00,null,99,17046,FALSE,0,4,1,null,0,null,17046,STANDARD,null,STANDARD,null,null,0,246.66,820.083334,155,1,null,null,-1,FALSE,0,null,6268,1,0,null,08/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17045,E/14712-1,210679,6267,1,50,null,1,1,0,08/10/2021 00:00:00,JACQUELINE GATENBY,08/10/2021 00:00:00,17/01/2022 00:00:00,03/11/2021 00:00:00,03/11/2022 00:00:00,01/08/2022 00:00:00,null,null,17045,FALSE,0,2,2,null,0,null,17045,STANDARD,null,STANDARD,null,null,0,24006.25,72850,39800,1,null,null,-1,FALSE,0,null,6267,1,0,null,08/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17044,E/15310-1,4700237802 / GB15,6266,1,50,null,1,0,1,07/10/2021 00:00:00,JACQUELINE GATENBY,07/10/2021 00:00:00,11/10/2021 00:00:00,01/11/2021 00:00:00,29/04/2022 00:00:00,null,null,99,17044,FALSE,0,0,0,null,0,null,17044,STANDARD,null,STANDARD,null,null,0,1110,5035,1295,1,null,null,-1,FALSE,0,null,6266,1,0,null,07/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17043,E/14937-2,P294833,6223,2,50,null,1,0,1,05/10/2021 00:00:00,JACQUELINE GATENBY,28/10/2021 00:00:00,28/10/2021 00:00:00,29/04/2022 00:00:00,29/04/2022 00:00:00,null,null,null,17043,FALSE,0,0,0,null,0,null,17043,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6223,2,0,null,28/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17042,E/14949-6,5000046002,6228,6,50,null,1,1,0,05/10/2021 00:00:00,JACQUELINE GATENBY,05/10/2021 00:00:00,05/10/2021 00:00:00,05/10/2021 00:00:00,05/10/2021 00:00:00,05/10/2021 00:00:00,null,99,17042,FALSE,0,0,1,null,0,null,17042,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6228,6,0,null,05/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17041,E/14949-5,5000046002,6228,5,50,null,1,1,0,05/10/2021 00:00:00,JACQUELINE GATENBY,05/10/2021 00:00:00,05/10/2021 00:00:00,05/10/2021 00:00:00,05/10/2021 00:00:00,05/10/2021 00:00:00,null,99,17041,FALSE,0,0,1,null,0,null,17041,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6228,5,0,null,05/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17040,E/14460-10,1048355,6113,10,50,null,1,1,0,05/10/2021 00:00:00,JACQUELINE GATENBY,05/10/2021 00:00:00,31/10/2021 00:00:00,22/10/2021 00:00:00,22/10/2021 00:00:00,22/10/2021 00:00:00,null,99,17040,FALSE,0,0,1,null,0,null,17040,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6113,10,0,null,05/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17039,E/15199-1,PO_0200550,6265,1,50,null,1,1,0,30/09/2021 00:00:00,JACQUELINE GATENBY,30/09/2021 00:00:00,30/09/2021 00:00:00,28/10/2021 00:00:00,11/08/2022 00:00:00,22/12/2021 00:00:00,null,null,17039,FALSE,0,2,1,null,0,null,17039,STANDARD,null,STANDARD,null,null,0,4480.16,15852.58333,4398.25,1,null,null,-1,FALSE,0,null,6265,1,0,null,30/09/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17038,E/15119-1,DL9022185,6264,1,50,null,1,1,0,30/09/2021 00:00:00,JACQUELINE GATENBY,30/09/2021 00:00:00,17/12/2021 00:00:00,28/10/2021 00:00:00,11/08/2022 00:00:00,22/12/2021 00:00:00,null,99,17038,FALSE,0,0,1,null,0,null,17038,STANDARD,null,STANDARD,null,null,0,19369.52,23585.08333,14110.5,1,null,null,-1,FALSE,0,null,6264,1,0,null,30/09/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17037,E/15196-1,720273 OP,6263,1,50,null,1,1,0,30/09/2021 00:00:00,JACQUELINE GATENBY,30/09/2021 00:00:00,05/11/2021 00:00:00,11/10/2021 00:00:00,11/08/2022 00:00:00,11/11/2021 00:00:00,null,null,17037,FALSE,0,13,1,null,0,null,17037,STANDARD,null,STANDARD,null,null,0,2374.86,8536.722222,1632,1,null,null,-1,FALSE,0,null,6263,1,0,null,30/09/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17036,E/15250-1,4700238279 / GB15,6262,1,50,null,1,1,0,30/09/2021 00:00:00,JACQUELINE GATENBY,30/09/2021 00:00:00,20/12/2021 00:00:00,30/09/2021 00:00:00,11/08/2022 00:00:00,31/01/2022 00:00:00,null,null,17036,FALSE,0,2,1,null,0,null,17036,STANDARD,null,STANDARD,null,null,0,9260,16085,10410,1,null,null,-1,FALSE,0,null,6262,1,0,null,30/09/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17035,E/15298-1,180893,6261,1,50,null,2,2,0,29/09/2021 00:00:00,JACQUELINE GATENBY,29/09/2021 00:00:00,04/10/2021 00:00:00,03/10/2021 00:00:00,06/10/2021 00:00:00,06/10/2021 00:00:00,null,99,17035,FALSE,0,0,2,null,0,null,17035,STANDARD,null,STANDARD,null,null,0,2,100,0,2,null,null,-1,FALSE,0,null,6261,1,0,null,29/09/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17034,E/15191-1,205750,6260,1,50,null,1,1,0,29/09/2021 00:00:00,JACQUELINE GATENBY,29/09/2021 00:00:00,07/02/2022 00:00:00,09/11/2021 00:00:00,11/08/2022 00:00:00,31/01/2022 00:00:00,null,null,17034,FALSE,0,0,1,null,0,null,17034,STANDARD,null,STANDARD,null,null,0,69045.4,48468.44445,34175,1,null,null,-1,FALSE,0,null,6260,1,0,null,29/09/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17033,E/15157-2,1063954,6240,2,50,null,1,1,0,28/09/2021 00:00:00,JACQUELINE GATENBY,28/09/2021 00:00:00,28/09/2021 00:00:00,28/09/2021 00:00:00,17/03/2022 00:00:00,28/09/2021 00:00:00,null,null,17033,FALSE,0,0,1,null,0,null,17033,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6240,2,0,null,28/09/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17032,e/14844-4,1000286921,6212,4,50,null,1,1,0,28/09/2021 00:00:00,JACQUELINE GATENBY,28/09/2021 00:00:00,28/09/2021 00:00:00,28/09/2021 00:00:00,28/09/2021 00:00:00,28/09/2021 00:00:00,null,99,17032,FALSE,0,0,1,null,0,null,17032,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6212,4,0,null,28/09/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17031,E/14471-55,PO5425-41,6160,57,50,null,1,1,0,28/09/2021 00:00:00,JACQUELINE GATENBY,28/09/2021 00:00:00,28/09/2021 00:00:00,28/09/2021 00:00:00,28/09/2021 00:00:00,28/09/2021 00:00:00,null,99,17031,FALSE,0,0,1,null,0,null,17031,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6160,57,0,null,28/09/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17030,E/15190-1,4700236405 / GB15,6259,1,50,null,1,1,0,27/09/2021 00:00:00,JACQUELINE GATENBY,27/09/2021 00:00:00,10/01/2022 00:00:00,13/11/2021 00:00:00,06/10/2022 00:00:00,29/09/2022 00:00:00,null,null,17030,FALSE,0,0,1,null,0,null,17030,STANDARD,null,STANDARD,null,null,0,9260,16085,10410,1,null,null,-1,FALSE,0,null,6259,1,0,null,27/09/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17029,E/14460-9,1048355,6113,9,50,null,1,1,0,24/09/2021 00:00:00,JACQUELINE GATENBY,28/09/2021 00:00:00,28/09/2021 00:00:00,05/10/2021 00:00:00,05/10/2021 00:00:00,05/10/2021 00:00:00,null,99,17029,FALSE,0,0,1,null,0,null,17029,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6113,9,0,null,28/09/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17028,E/15225-1,2054345,6258,1,50,null,1,1,0,23/09/2021 00:00:00,JACQUELINE GATENBY,23/09/2021 00:00:00,02/11/2021 00:00:00,05/10/2021 00:00:00,16/12/2021 00:00:00,10/12/2021 00:00:00,null,99,17028,FALSE,0,3,1,null,0,null,17028,STANDARD,null,STANDARD,null,null,0,759.49,980,2475,1,null,null,-1,FALSE,0,null,6258,1,0,null,23/09/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17027,E/15238-10,tbc,6254,10,60,null,1,0,1,22/09/2021 00:00:00,JACQUELINE GATENBY,21/10/2021 00:00:00,21/10/2021 00:00:00,12/10/2021 00:00:00,12/10/2021 00:00:00,null,null,99,17027,FALSE,0,0,0,null,0,null,17027,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6254,10,0,null,21/10/2021 00:00:00,0,null,NEW,null,null,null,null,[Table],[Table],[Table],
17026,E/15238-9,tbc,6254,9,60,null,1,0,1,22/09/2021 00:00:00,JACQUELINE GATENBY,21/10/2021 00:00:00,21/10/2021 00:00:00,02/10/2021 07:04:00,12/10/2021 00:00:00,null,null,99,17026,FALSE,0,0,0,null,0,null,17026,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6254,9,0,null,21/10/2021 00:00:00,0,null,NEW,null,null,null,null,[Table],[Table],[Table],
17025,E/15238-8,tbc,6254,8,60,null,1,0,1,22/09/2021 00:00:00,JACQUELINE GATENBY,21/10/2021 00:00:00,21/10/2021 00:00:00,12/10/2021 00:00:00,12/10/2021 00:00:00,null,null,99,17025,FALSE,0,0,0,null,0,null,17025,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6254,8,0,null,21/10/2021 00:00:00,0,null,NEW,null,null,null,null,[Table],[Table],[Table],
17024,E/15238-7,tbc,6254,7,60,null,1,0,1,22/09/2021 00:00:00,JACQUELINE GATENBY,21/10/2021 00:00:00,21/10/2021 00:00:00,03/10/2021 07:02:00,12/10/2021 00:00:00,null,null,99,17024,FALSE,0,0,0,null,0,null,17024,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6254,7,0,null,21/10/2021 00:00:00,0,null,NEW,null,null,null,null,[Table],[Table],[Table],
17023,E/15238-6,tbc,6254,6,50,null,1,1,0,22/09/2021 00:00:00,JACQUELINE GATENBY,21/10/2021 00:00:00,21/10/2021 00:00:00,03/10/2021 12:41:00,02/12/2021 00:00:00,04/11/2021 00:00:00,null,99,17023,FALSE,0,3,1,null,0,null,17023,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6254,6,0,null,21/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17022,E/15238-5,tbc,6254,5,50,null,1,0,1,22/09/2021 00:00:00,JACQUELINE GATENBY,21/10/2021 00:00:00,21/10/2021 00:00:00,04/10/2021 07:34:00,27/10/2021 00:00:00,null,null,99,17022,FALSE,0,1,0,null,0,null,17022,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6254,5,0,null,21/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17021,E/15238-4,tbc,6254,4,50,null,1,1,0,22/09/2021 00:00:00,JACQUELINE GATENBY,21/10/2021 00:00:00,21/10/2021 00:00:00,01/10/2021 10:10:00,02/12/2021 00:00:00,01/11/2021 00:00:00,null,99,17021,FALSE,0,3,1,null,0,null,17021,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6254,4,0,null,21/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17020,E/15238-3,tbc,6254,3,50,null,1,1,0,22/09/2021 00:00:00,JACQUELINE GATENBY,21/10/2021 00:00:00,21/10/2021 00:00:00,01/10/2021 08:16:00,02/12/2021 00:00:00,25/10/2021 00:00:00,null,99,17020,FALSE,0,6,1,null,0,null,17020,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6254,3,0,null,21/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17019,E/15238-2,80164,6254,2,50,null,1,1,0,22/09/2021 00:00:00,JACQUELINE GATENBY,21/10/2021 00:00:00,21/10/2021 00:00:00,20/09/2021 08:37:00,02/12/2021 00:00:00,18/10/2021 00:00:00,null,99,17019,FALSE,0,6,1,null,0,null,17019,STANDARD,null,STANDARD,null,null,0,1,0,0,1,null,null,-1,FALSE,0,null,6254,2,0,null,21/10/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17018,E/15265-1,4504559333,6257,1,50,null,1,1,0,22/09/2021 00:00:00,JACQUELINE GATENBY,22/09/2021 00:00:00,22/09/2021 00:00:00,30/09/2021 00:00:00,02/11/2021 00:00:00,27/10/2021 00:00:00,null,99,17018,FALSE,0,1,1,null,0,null,17018,STANDARD,null,STANDARD,null,null,0,547.51,2110.861111,320,1,null,null,-1,FALSE,0,null,6257,1,0,null,22/09/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
17017,E/15248-1,PR004217,6256,1,50,null,1,1,0,22/09/2021 00:00:00,JACQUELINE GATENBY,22/09/2021 00:00:00,30/11/2021 00:00:00,04/10/2021 00:00:00,17/01/2022 00:00:00,29/10/2021 00:00:00,null,99,17017,FALSE,0,0,1,null,0,null,17017,STANDARD,null,STANDARD,null,null,0,88.5,0,4425,1,null,null,-1,FALSE,0,null,6256,1,0,null,22/09/2021 00:00:00,0,null,UPDATE,null,null,null,null,[Table],[Table],[Table],
