WONo,Status,Project,Qty,QtyRec,QtyOS,ActualFinishDate,TotalQtyRecDate,Priority,PartNo,PartDesc,PartGroupCode,OpNo,OpDesc,WC,PlannedSetUp,PlannedRun,BookedSet,BookedRun,OpComplete,OpQtyBooked
17520,Completed,null,1,1,0,10/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-5,32” Riser 4 Welding & Handling,Vessels and Pipework,130,COMPLETE ALL REMAINING N.D.T. REQUIREMENTS.,SUBCON,0,0,0,0,TRUE,0
17520,Completed,null,1,1,0,10/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-5,32” Riser 4 Welding & Handling,Vessels and Pipework,140,FIT THE FLANGE & ACTUATOR PROTECTION & LOAD FOR DELIVERY.,GENERAL,0,1,0,0,TRUE,0
17519,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-4,32” Riser 3 Welding & Handling.,Vessels and Pipework,20,WELD THE ITEM 5 ROUND BAR TO THE RISER STRUCTURE.,WELD,0,14.5,0,12.93333333,TRUE,0
17519,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-4,32” Riser 3 Welding & Handling.,Vessels and Pipework,30,TURN THE RISER HORIZONTAL & SECURE IT TO THE MANIPULATOR.,PLATE,0,2,0,0,TRUE,0
17519,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-4,32” Riser 3 Welding & Handling.,Vessels and Pipework,40,WELD THE 8no ACTUATORS TO THE RISER STRUCTURE.,WELD,0,28.5,0,15.36666666,TRUE,0
17519,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-4,32” Riser 3 Welding & Handling.,Vessels and Pipework,50,REMOVE THE TEMPORARY BRACING FROM THE ACTUATORS.,PLATE,0,2.25,0,4.78333333,TRUE,0
17519,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-4,32” Riser 3 Welding & Handling.,Vessels and Pipework,60,FLUSH THE INTERNAL WELDS ON THE ACTUATOR CONNECTIONS.,GENERAL,0,6.75,0,0,FALSE,0
17519,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-4,32” Riser 3 Welding & Handling.,Vessels and Pipework,70,N.D.T. THE 8no ACTUATOR TO RISER WELDED CONNECTIONS.,SUBCON,0,0,0,0,FALSE,0
17519,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-4,32” Riser 3 Welding & Handling.,Vessels and Pipework,80,TURN THE RISER BACK TO THE VERTICAL POSITION & LEVEL IT UP.,PLATE,0,1.5,0,0,FALSE,0
17519,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-4,32” Riser 3 Welding & Handling.,Vessels and Pipework,90,DRESS & FIT ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,PLATE,0,6,0,14.31666666,FALSE,0
17519,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-4,32” Riser 3 Welding & Handling.,Vessels and Pipework,100,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.25,0,0,FALSE,0
17519,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-4,32” Riser 3 Welding & Handling.,Vessels and Pipework,110,WELD ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,WELD,0,10.25,0,3.63333333,FALSE,0
17519,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-4,32” Riser 3 Welding & Handling.,Vessels and Pipework,120,PRE-DELIVERY DIMENSIONAL & VISUAL WELD INSPECTION.,INSPECT,0,1,0,0,FALSE,0
17519,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-4,32” Riser 3 Welding & Handling.,Vessels and Pipework,130,COMPLETE ALL REMAINING N.D.T. REQUIREMENTS.,SUBCON,0,0,0,0,FALSE,0
17519,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-4,32” Riser 3 Welding & Handling.,Vessels and Pipework,140,FIT THE FLANGE & ACTUATOR PROTECTION & LOAD FOR DELIVERY.,GENERAL,0,1,0,0,FALSE,0
17518,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-3,32” Riser 2 Welding & Handling,Vessels and Pipework,20,WELD THE ITEM 5 ROUND BAR TO THE RISER STRUCTURE.,WELD,0,14.5,0,10.73333334,TRUE,0
17518,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-3,32” Riser 2 Welding & Handling,Vessels and Pipework,30,TURN THE RISER HORIZONTAL & SECURE IT TO THE MANIPULATOR.,PLATE,0,2,0,0.95,TRUE,0
17518,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-3,32” Riser 2 Welding & Handling,Vessels and Pipework,40,WELD THE 8no ACTUATORS TO THE RISER STRUCTURE.,WELD,0,28.5,0,19.03333333,TRUE,0
17518,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-3,32” Riser 2 Welding & Handling,Vessels and Pipework,50,REMOVE THE TEMPORARY BRACING FROM THE ACTUATORS.,PLATE,0,2.25,0,2.63333333,TRUE,0
17518,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-3,32” Riser 2 Welding & Handling,Vessels and Pipework,60,FLUSH THE INTERNAL WELDS ON THE ACTUATOR CONNECTIONS.,GENERAL,0,6.75,0,0,TRUE,0
17518,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-3,32” Riser 2 Welding & Handling,Vessels and Pipework,70,N.D.T. THE 8no ACTUATOR TO RISER WELDED CONNECTIONS.,SUBCON,0,0,0,0,FALSE,0
17518,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-3,32” Riser 2 Welding & Handling,Vessels and Pipework,80,TURN THE RISER BACK TO THE VERTICAL POSITION & LEVEL IT UP.,PLATE,0,1.5,0,0,TRUE,0
17518,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-3,32” Riser 2 Welding & Handling,Vessels and Pipework,90,DRESS & FIT ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,PLATE,0,6,0,7.76666667,TRUE,0
17518,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-3,32” Riser 2 Welding & Handling,Vessels and Pipework,100,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.25,0,0,TRUE,0
17518,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-3,32” Riser 2 Welding & Handling,Vessels and Pipework,110,WELD ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,WELD,0,10.25,0,13.01666666,TRUE,0
17518,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-3,32” Riser 2 Welding & Handling,Vessels and Pipework,120,PRE-DELIVERY DIMENSIONAL & VISUAL WELD INSPECTION.,INSPECT,0,1,0,0,TRUE,0
17518,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-3,32” Riser 2 Welding & Handling,Vessels and Pipework,130,COMPLETE ALL REMAINING N.D.T. REQUIREMENTS.,SUBCON,0,0,0,0,FALSE,0
17518,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-3,32” Riser 2 Welding & Handling,Vessels and Pipework,140,FIT THE FLANGE & ACTUATOR PROTECTION & LOAD FOR DELIVERY.,GENERAL,0,1,0,0,FALSE,0
17517,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-2,32” Riser 1 Welding & Handling.,Vessels and Pipework,20,WELD THE ITEM 5 ROUND BAR TO THE RISER STRUCTURE.,WELD,0,14.5,0,14.85,TRUE,0
17517,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-2,32” Riser 1 Welding & Handling.,Vessels and Pipework,30,TURN THE RISER HORIZONTAL & SECURE IT TO THE MANIPULATOR.,PLATE,0,2,0,0,TRUE,0
17517,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-2,32” Riser 1 Welding & Handling.,Vessels and Pipework,40,WELD THE 8no ACTUATORS TO THE RISER STRUCTURE.,WELD,0,28.5,0,16.81666666,TRUE,0
17517,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-2,32” Riser 1 Welding & Handling.,Vessels and Pipework,50,REMOVE THE TEMPORARY BRACING FROM THE ACTUATORS.,PLATE,0,2.25,0,0,TRUE,0
17517,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-2,32” Riser 1 Welding & Handling.,Vessels and Pipework,60,FLUSH THE INTERNAL WELDS ON THE ACTUATOR CONNECTIONS.,GENERAL,0,6.75,0,0,TRUE,0
17517,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-2,32” Riser 1 Welding & Handling.,Vessels and Pipework,70,N.D.T. THE 8no ACTUATOR TO RISER WELDED CONNECTIONS.,SUBCON,0,0,0,0,FALSE,0
17517,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-2,32” Riser 1 Welding & Handling.,Vessels and Pipework,80,TURN THE RISER BACK TO THE VERTICAL POSITION & LEVEL IT UP.,PLATE,0,1.5,0,0,TRUE,0
17517,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-2,32” Riser 1 Welding & Handling.,Vessels and Pipework,90,DRESS & FIT ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,PLATE,0,6,0,3.65,TRUE,0
17517,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-2,32” Riser 1 Welding & Handling.,Vessels and Pipework,100,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.25,0,0,TRUE,0
17517,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-2,32” Riser 1 Welding & Handling.,Vessels and Pipework,110,WELD ITEM 6 (8off) AND ITEM 7 TO THE RISER STRUCTURE.,WELD,0,10.25,0,4.7,TRUE,0
17517,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-2,32” Riser 1 Welding & Handling.,Vessels and Pipework,120,PRE-DELIVERY DIMENSIONAL & VISUAL WELD INSPECTION.,INSPECT,0,1,0,0,TRUE,0
17517,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-2,32” Riser 1 Welding & Handling.,Vessels and Pipework,130,COMPLETE ALL REMAINING N.D.T. REQUIREMENTS.,SUBCON,0,0,0,0,FALSE,0
17517,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-2,32” Riser 1 Welding & Handling.,Vessels and Pipework,140,FIT THE FLANGE & ACTUATOR PROTECTION & LOAD FOR DELIVERY.,GENERAL,0,1,0,0.75,FALSE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,3,PLATER,PLATE,0,0,0,0,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,4,WELDER,WELD,0,0,0,3.38333333,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,10,RECEIVE AND CHECK MATERIALS INCLUDING HANDLING.,GENERAL,0,2.25,0,5.9,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,20,"CUT & PREP THE Item 1 PIPES FOR THE 6"" PULLING HEADS.",MACHINE,0,11.75,0,9.16666667,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,30,"DRESS THE EXPOSED EDGES ON Items 3,4 & 6 ON THE 6"" HEADS.",GENERAL,0,2.25,0,5.31666667,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,40,"FABRICATE THE Item 2/4/5 SUB-ASSEMBLY ON THE 6"" HEADS.",PLATE,0,3.5,0,3.56666667,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,50,PRE-WELD DIMENSIONAL CHECK.,INSPECT,0,0.25,0,0,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,60,"WELD THE Item 2/4/5 SUB-ASSEMBLY ON THE 6"" HEADS.",WELD,0,1.5,0,2.33333333,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,70,"N.D.T. THE Item 2/4/5 SUB-ASSEMBLY ON THE 6"" HEADS.",SUBCON,0,0,0,0,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,80,"FIT THE Item 2/4/5 SUB-ASS & Item 7 TO Item 1 ON THE 6"" HEADS.",PLATE,0,7.5,0,13.16666666,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,90,"PRE-WELD DIMENSIONAL, ORIENTATION & FIT UP CHECK.",INSPECT,0,0.5,0,0,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,100,"WELD THE Item 2/4/5 SUB-ASS & Item 7 TO Item 1 ON THE 6"" HEADS.",WELD,0,33.25,0,50.36666665,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,110,N.D.T. THE Item 2 & Item 7 TO Item 1 CONNECTION WELDS.,SUBCON,0,0,0,0,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,120,"FIT Item 3 & 6 PLATES TO THE 1/2/4/5/7 SUB-ASS ON THE 6"" HEADS.",PLATE,0,15.5,0,0,FALSE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,130,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.25,0,0,FALSE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,140,"WELD Item 3 & 6 PLATES TO THE 1/2/4/5/7 SUB-ASS ON THE 6"" HEADS.",WELD,0,39,0,0,FALSE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,150,"FINAL DIMENSIONAL & VISUAL INSPECTION OF THE 6"" HEADS.",INSPECT,0,1.5,0,0,FALSE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,160,"COMPLETE THE REMAINING N.D.T. ON THE 6"" HEADS.",SUBCON,0,0,0,0,FALSE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,170,"CUT & PREP THE Item 1 PIPES FOR THE 8"" PULLING HEADS.",MACHINE,0,14,0,7.3,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,180,"DRESS THE EXPOSED EDGES ON Items 2,5 & 6 ON THE 8"" HEADS.",GENERAL,0,2.5,0,2.68333333,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,190,"FABRICATE THE Item 3/6/7 SUB-ASSEMBLY ON THE 8"" HEADS.",PLATE,0,3.5,0,2.5,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,200,PRE-WELD DIMENSIONAL CHECK.,INSPECT,0,0.25,0,0,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,210,"WELD THE Item 3/6/7 SUB-ASSEMBLY ON THE 8"" HEADS.",WELD,0,2.5,0,1.38333333,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,220,"N.D.T. THE Item 3/6/7 SUB-ASSEMBLY ON THE 8"" HEADS.",SUBCON,0,0,0,0,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,230,"FIT THE Item 3/6/7 SUB-ASS & Item 4 TO Item 1 ON THE 8"" HEADS.",PLATE,0,7.5,0,12.71666668,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,240,"PRE-WELD DIMENSIONAL, ORIENTATION & FIT UP CHECK.",INSPECT,0,0.5,0,0,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,250,"WELD THE Item 3/6/7 SUB-ASS & Item 4 TO Item 1 ON THE 8"" HEADS.",WELD,0,42,0,52.01666668,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,260,N.D.T. THE Item 3 & Item 4 TO Item 1 CONNECTION WELDS.,SUBCON,0,0,0,0,TRUE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,270,"FIT Item 2 & 5 PLATES TO THE 1/3/4/6/7 SUB-ASS ON THE 8"" HEADS.",PLATE,0,19.25,0,0,FALSE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,280,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.25,0,0,FALSE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,290,"WELD Item 2 & 5 PLATES TO THE 1/3/4/6/7 SUB-ASS ON THE 8"" HEADS.",WELD,0,48.75,0,0,FALSE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,300,"FINAL DIMENSIONAL & VISUAL INSPECTION OF THE 8"" HEADS.",INSPECT,0,1.5,0,0,FALSE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,310,"COMPLETE THE REMAINING N.D.T. ON THE 8"" HEADS.",SUBCON,0,0,0,0,FALSE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,320,FIT THE FLANGE PROTECTION AND LOAD FOR DELIVERY.,GENERAL,0,2,0,1.5,FALSE,0
17516,WIP,null,1,0,1,null,null,null,E/15877-1,BARREL FABRICATION & WELDING,Structural,1020,MACHINING,SUBCON,0,0,0,0,FALSE,5
17515,Completed,null,1,1,0,31/10/2022 00:00:00,31/10/2022 00:00:00,null,E/14891-19,"VARIATION TO ORDER

VO 22-073 - OCTOBER STORAGE OF VESSELS 5 & 6 ",SALES,10,null,GENERAL,0,0,0,0,TRUE,0
17514,Completed,5. C SHIELS,1,1,0,31/10/2022 00:00:00,31/10/2022 00:00:00,null,E/15900-1,SITE WELD REPAIRS TO CYCLONE CONE FLANGE,Site work,10,null,GENERAL,0,60,0,60.75,TRUE,0
17514,Completed,5. C SHIELS,1,1,0,31/10/2022 00:00:00,31/10/2022 00:00:00,null,E/15900-1,SITE WELD REPAIRS TO CYCLONE CONE FLANGE,Site work,1000,HIRE EQUIPMENT,SUBCON,0,0,0,0,TRUE,8
17513,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-1,"WELDING OF 32"" BSDL",Vessels and Pipework,10,WELD THE SOLID BARS TO THE BELLMOUTHS ON ALL 4 UNITS,WELD,0,0,0,0,TRUE,0
17513,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-1,"WELDING OF 32"" BSDL",Vessels and Pipework,20,UNIT 'A' - WELD THE NOZZLE ASSEMBLIES,WELD,0,0,0,0,TRUE,0
17513,Completed,null,1,1,0,09/11/2022 00:00:00,09/11/2022 00:00:00,null,E/15897-1,"WELDING OF 32"" BSDL",Vessels and Pipework,30,UNIT 'D' - WELD THE NOZZLE ASSEMBLIES,WELD,0,0,0,0,TRUE,0
17512,Created,A REED,1,0,1,null,null,null,E/15797-16,Transport costs for delivery of 3 x 48” units to FES Jubilee site,SALES,10,null,GENERAL,0,0,0,0,FALSE,0
17511,Created,A REED,1,0,1,null,null,null,E/15797-15,"VARIATION TO ORDER

VOR 22-068 Additional welding time for item 5 so it is filled out flush to the underside",SALES,10,null,GENERAL,0,0,0,0,FALSE,0
17510,Created,A REED,1,0,1,null,null,null,E/15797-14,"VARIATION TO ORDER

VOR 22-072 Additional time to carry out flushing of internal welds on 6 units as requested by FES",SALES,10,null,GENERAL,0,0,0,0,FALSE,0
17509,Completed,A REED,1,1,0,24/10/2022 00:00:00,24/10/2022 00:00:00,null,E/15244-10,Transport Costs - collect 1st set Tees Scunthorpe 24.10.22,SALES,10,null,GENERAL,0,0,0,0,TRUE,0
17508,Created,A BLACKWOOD,1,0,1,null,null,null,E/15895-1,REMA - DEMATIC SPARE PARTS and MANUAL REQUESTS,Structural,10,null,GENERAL,0,0,0,0,FALSE,0
17507,Created,null,1,0,1,null,null,null,E/15589-6,"ON-SITE WELDING OF TOP RAIL JOINTS
DECEMBER",ON SITE ONLY,10,null,GENERAL,0,0,0,0,FALSE,0
17506,WIP,null,1,0,1,null,null,null,E/15589-5,"ON-SITE WELDING OF TOP RAIL JOINTS
NOVEMBER",ON SITE ONLY,10,null,GENERAL,0,230,0,101.5,FALSE,0
17506,WIP,null,1,0,1,null,null,null,E/15589-5,"ON-SITE WELDING OF TOP RAIL JOINTS
NOVEMBER",ON SITE ONLY,20,SUB CONTRACT WORK,SUBCON,0,0,0,0,FALSE,0
17505,Created,G SKELTON,1,0,1,null,null,null,E/15684-9,"VARIATION TO ORDER 
VO 22-067",SALES,10,null,GENERAL,0,0,0,0,FALSE,0
17504,Created,G SKELTON,1,0,1,null,null,null,E/15684-8,"VARIATION TO ORDER
VO 22-059
",SALES,10,null,GENERAL,0,0,0,0,FALSE,0
17503,Completed,A REED,1,1,0,24/10/2022 00:00:00,19/10/2022 00:00:00,null,E/15244-9,"Transport to return 1st set of 2 x 30"" tees for PT 19.10.22",SALES,10,null,GENERAL,0,0,0,0,TRUE,0
17502,Completed,null,1,1,0,03/11/2022 00:00:00,26/10/2022 00:00:00,null,E/15860-1,DEMATIC Crane Crack Repairs,Site work,10,null,GENERAL,0,39,0,25,TRUE,0
17502,Completed,null,1,1,0,03/11/2022 00:00:00,26/10/2022 00:00:00,null,E/15860-1,DEMATIC Crane Crack Repairs,Site work,1000,SUB CONTRACT WORK,SUBCON,0,0,0,0,TRUE,0
17502,Completed,null,1,1,0,03/11/2022 00:00:00,26/10/2022 00:00:00,null,E/15860-1,DEMATIC Crane Crack Repairs,Site work,1010,HIRE EQUIPMENT,SUBCON,0,0,0,0,TRUE,13
17502,Completed,null,1,1,0,03/11/2022 00:00:00,26/10/2022 00:00:00,null,E/15860-1,DEMATIC Crane Crack Repairs,Site work,1020,NDT,SUBCON,0,0,0,0,TRUE,1
17502,Completed,null,1,1,0,03/11/2022 00:00:00,26/10/2022 00:00:00,null,E/15860-1,DEMATIC Crane Crack Repairs,Site work,1030,HIRE EQUIPMENT,SUBCON,0,0,0,0,FALSE,2
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,10,RECEIVE AND CHECK MATERIALS INCLUDING HANDLING.,GENERAL,0,1,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,20,PRE-ASSEMBLY MACHINING ON ITEMS 1 & 2.,MACHINE,0,14,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,30,"SAW CUT, FACE OFF & PREP THE ITEM 6 & 7 (2off) PIPES.",MACHINE,0,2,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,40,FABRICATE THE ITEM 1/2/6 & 7/8 (2off) SUB-ASSEMBLIES.,PLATE,0,2.5,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,50,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.25,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,60,WELD THE ITEM 1/2/6 & 7/8 (2off) SUB-ASSEMBLIES.,WELD,0,5.75,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,70,N.D.T. THE ITEM 1/2/6 & 7/8 (2off) SUB-ASSEMBLIES.,SUBCON,0,0,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,80,FINAL MACHINING ON THE ITEM 1/2/6 SUB-ASSEMBLY.,MACHINE,0,6,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,90,FIT ITEM 5 & THE NOZZLES TO THE ITEM 1/2/6 SUB-ASSEMBLY.,PLATE,0,1.5,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,100,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.25,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,110,WELD ITEM 5 & THE NOZZLES TO THE ITEM 1/2/6 SUB-ASSEMBLY.,WELD,0,1.5,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,120,N.D.T. THE NOZZLE NECK TO PIPE SHELL CONNECTION WELDS.,SUBCON,0,0,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,130,PROFILE & FIT THE ITEM 3 (2off) & 4 (2off) BRACING PLATES.,PLATE,0,1.5,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,140,PRE-WELD DIMENSIONAL AND ORIENTATION CHECK.,INSPECT,0,0.25,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,150,WELD THE ITEM 3 (2off) & 4 (2off) BRACING PLATES TO THE HEAD.,WELD,0,1.25,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,160,FINAL DIMENSIONAL AND VISUAL INSPECTION.,INSPECT,0,1.25,0,0,FALSE,0
17501,WIP,null,1,0,1,null,null,null,E/15843-1,CHANNEL BOX N657C,Vessels and Pipework,170,COMPLETE ALL REMAINING N.D.T. REQUIREMENTS.,SUBCON,0,0,0,0,FALSE,0
