CustID,CustName,SONo,SOLineNo,SOLineStatus,SOLineQty,QtyOS,SOLineNet,PartDescription,SODate,SOLineRequiredDate,SOLinePromisedDate,SOLinePartNo,NetOS,WONo,WOStatusDescription,WOQtyOS,WOActualStartDate,MaxWOSchedFinish
PREMIER,PREMIER PARTS UK,5362,1,15,1,1,1650,PRESSURE REGULATING VALVE,00:00.0,00:00.0,00:00.0,E/12053-1,1650,13792,Completed,1,00:00.0,00:00.0
PCCGROUP,PROCESS COMBUSTION CORPORATION,6321,1,10,1,1,109560,"ALBEMARLE 3034 STEEL FAB.

PCC ITEM: 0100",00:00.0,00:00.0,00:00.0,E/15271-1,1314720,17196,Completed,1,00:00.0,00:00.0
PCCGROUP,PROCESS COMBUSTION CORPORATION,6321,2,10,1,1,0,T.D.U. SECTION 1A FABRICATION,00:00.0,00:00.0,00:00.0,E/15271-2,0,17214,Completed,1,00:00.0,00:00.0
PCCGROUP,PROCESS COMBUSTION CORPORATION,6321,3,10,1,1,0,T.D.U. SECTION 1B FABRICATION,00:00.0,00:00.0,00:00.0,E/15271-3,0,17215,Completed,1,47:00.0,00:00.0
PCCGROUP,PROCESS COMBUSTION CORPORATION,6321,4,10,1,1,0,T.D.U. SECTION 1C FABRICATION,00:00.0,00:00.0,00:00.0,E/15271-4,0,17216,Completed,1,48:00.0,00:00.0
PCCGROUP,PROCESS COMBUSTION CORPORATION,6321,5,10,1,1,0,T.O SECTION 1D FABRICATION,00:00.0,00:00.0,00:00.0,E/15271-5,0,17217,Completed,1,00:00.0,00:00.0
PCCGROUP,PROCESS COMBUSTION CORPORATION,6321,6,10,1,1,0,T.D.U. SECTION 1E FABRICATION,00:00.0,00:00.0,00:00.0,E/15271-6,0,17218,Completed,1,00:00.0,00:00.0
PCCGROUP,PROCESS COMBUSTION CORPORATION,6321,7,10,1,1,0,T.D.U. SECTION 1F FABRICATION,00:00.0,00:00.0,00:00.0,E/15271-7,0,17219,Completed,1,00:00.0,00:00.0
PCCGROUP,PROCESS COMBUSTION CORPORATION,6321,8,10,1,1,0,T.O. SECTION 1G FABRICATION,00:00.0,00:00.0,00:00.0,E/15271-8,0,17220,Completed,1,37:00.0,00:00.0
PCCGROUP,PROCESS COMBUSTION CORPORATION,6321,9,10,1,1,0,T.D.U. SECTION 2C FABRICATION,00:00.0,00:00.0,00:00.0,E/15271-9,0,17221,Completed,1,10:00.0,00:00.0
PCCGROUP,PROCESS COMBUSTION CORPORATION,6321,10,10,1,1,0,O.E. SECTION 1H FABRICATION,00:00.0,00:00.0,00:00.0,E/15271-10,0,17222,Completed,1,00:00.0,00:00.0
PCCGROUP,PROCESS COMBUSTION CORPORATION,6321,11,10,1,1,0,VENT GAS BUSTLE RING & DUCTS FABRICATION,00:00.0,00:00.0,00:00.0,E/15271-11,0,17223,Completed,1,52:00.0,00:00.0
GLOBAL,PRYSMIAN POWERLINK SERVICES LTD,5224,2,10,1,1,300,"DELIVER  TO UNIT 3, C/O AV DAWSON, MIDDLESBROUGH",00:00.0,00:00.0,00:00.0,E/10978-7,300,13492,Completed,1,00:00.0,00:00.0
GLOBAL,PRYSMIAN POWERLINK SERVICES LTD,5224,2,10,1,1,300,"DELIVER  TO UNIT 3, C/O AV DAWSON, MIDDLESBROUGH",00:00.0,00:00.0,00:00.0,E/10978-7,300,13609,Completed,1,00:00.0,00:00.0
GLOBAL,PRYSMIAN POWERLINK SERVICES LTD,5224,2,10,1,1,300,"DELIVER  TO UNIT 3, C/O AV DAWSON, MIDDLESBROUGH",00:00.0,00:00.0,00:00.0,E/10978-7,300,13610,Cancelled,1,00:00.0,00:00.0
REDPATH,REDPATH DEILMANN UK LIMITED,6379,1,10,1,1,38055,CONCRETE BUCKET & TRANSPORT TRAVERSE,00:00.0,00:00.0,00:00.0,E/15683-1,2054970,17380,WIP,1,04:00.0,00:00.0
REDPATH,REDPATH DEILMANN UK LIMITED,6402,1,0,1,1,13128,SHUTTERING 7250MM DIA POUR BOXES,00:00.0,00:00.0,00:00.0,E/15831-1,288816,17487,Created,1,NULL,00:00.0
RENEW,RENEW ELP LIMITED,6282,1,10,1,1,135563,TANK (1)  /  VESSELS (3),00:00.0,00:00.0,00:00.0,E/15296-1,3524638,17085,WIP,1,00:00.0,00:00.0
RENEW,RENEW ELP LIMITED,6282,2,30,1,0,0,"100-TK-001
Cooling Water Expansion Tank 2486mm x 1032mm 675kg ",00:00.0,00:00.0,00:00.0,E/15296-2,0,17158,Total Qty Received,0,00:00.0,00:00.0
RENEW,RENEW ELP LIMITED,6282,3,30,1,0,0,"150-VE-001
DGO Buffer Vessel 4300mm x 1200mm 1000kg",00:00.0,00:00.0,00:00.0,E/15296-3,0,17159,Total Qty Received,0,41:00.0,00:00.0
RENEW,RENEW ELP LIMITED,6282,4,10,1,1,0,OIL WATER SEPARATOR,00:00.0,00:00.0,00:00.0,E/15296-4,0,17160,WIP,1,21:00.0,00:00.0
RENEW,RENEW ELP LIMITED,6282,5,30,1,0,0,"100-VE-009
Recovered Oil Water Separation Vessel 4360mm x 1200mm 1375kg ",00:00.0,00:00.0,00:00.0,E/15296-5,0,17161,Total Qty Received,0,51:00.0,00:00.0
RENEW,RENEW ELP LIMITED,6282,6,10,1,1,0,Renew Oil Water Separator Transport Frame,00:00.0,00:00.0,00:00.0,E/15296-6,0,17348,WIP,1,25:00.0,00:00.0
RENEW,RENEW ELP LIMITED,6349,1,10,1,1,160771.67,SELECTIVE CATALYTIC REDUCTION SYSTEM,00:00.0,00:00.0,00:00.0,E/15373-1,1286173.36,17277,WIP,1,34:00.0,00:00.0
RENEW,RENEW ELP LIMITED,6366,1,10,1,1,21825,REACTOR DRAIN SKIP / MELT CAPTURE SKID,00:00.0,00:00.0,00:00.0,E/15585-1,152775,17326,WIP,1,00:00.0,00:00.0
ROTORK,ROTORK UK LTD,5716,1,10,1,1,765,NUC H'WHEEL 500MM X 30MM BORE,00:00.0,00:00.0,00:00.0,E/13376-1,3825,15308,Completed,1,00:00.0,00:00.0
SABIC,SABIC (UK) PETROCHEMICALS LTD,3480,1,30,10,0,86500,"OILY WATER SEPARATOR PACKS

DRG. OL-522829",00:00.0,00:00.0,00:00.0,E/7408-1,0,7374,Completed,0,00:00.0,00:00.0
SABIC,SABIC (UK) PETROCHEMICALS LTD,5097,1,30,2,0,60790,INSTRUMENT #150 AIR RECEIVER VESSEL,00:00.0,00:00.0,00:00.0,E/11400-1,0,13179,Completed,0,00:00.0,00:00.0
SABIC,SABIC (UK) PETROCHEMICALS LTD,5097,1,30,2,0,60790,INSTRUMENT #150 AIR RECEIVER VESSEL,00:00.0,00:00.0,00:00.0,E/11400-1,0,13360,Completed,0,00:00.0,00:00.0
SABIC,SABIC (UK) PETROCHEMICALS LTD,5097,2,30,1,0,2250,DESIGN,00:00.0,00:00.0,00:00.0,E/11400-2,0,13180,Completed,0,00:00.0,00:00.0
SABIC,SABIC (UK) PETROCHEMICALS LTD,5097,3,30,2,0,5500,DESIGN VERIFICATION,00:00.0,00:00.0,00:00.0,E/11400-3,0,13181,Completed,0,00:00.0,00:00.0
SABIC,SABIC (UK) PETROCHEMICALS LTD,5097,4,30,1,0,465,GASKETS,00:00.0,00:00.0,00:00.0,E/11400-4,0,13182,Completed,0,41:00.0,00:00.0
SABIC,SABIC (UK) PETROCHEMICALS LTD,5097,5,30,1,0,11610,Variation to contract for change in Corrosion thickness,00:00.0,00:00.0,00:00.0,E/11400-5,0,13271,Completed,0,00:00.0,00:00.0
SABIC,SABIC (UK) PETROCHEMICALS LTD,5097,6,30,1,0,0,INSTRUMENT #150 AIR RECEIVER VESSEL,00:00.0,00:00.0,00:00.0,E/11400-6,0,13282,Completed,0,00:00.0,00:00.0
SABIC,SABIC (UK) PETROCHEMICALS LTD,6409,1,0,1,1,14970,INSTRUMENT AIR BUFFER VESSEL,00:00.0,00:00.0,00:00.0,E/15822-1,134730,17498,Created,1,NULL,00:00.0
SABIC,SABIC (UK) PETROCHEMICALS LTD,6411,1,0,1,1,9780,CHANNEL BOX N657C,00:00.0,00:00.0,00:00.0,E/15843-1,68460,17501,Created,1,NULL,00:00.0
SABRE,SABRE RAIL SERVICES LIMITED,5307,4,30,6,0,0,SHOEBEAM END for TRIPCOCK SHOEBEAM (UNIVERSAL) REWORK,00:00.0,00:00.0,00:00.0,E/11982-2,0,13727,Completed,0,00:00.0,00:00.0
SADBERGE,SADBERGE BOARDING KENNELS & CATTERY ,5053,1,30,1,0,0,KENNELS,00:00.0,00:00.0,00:00.0,E/11374-1,0,13036,Completed,0,52:00.0,00:00.0
SAIPEMLTD,SAIPEM LIMITED,6303,2,30,1,0,0,PROFILES & CONE SEGMENTS,00:00.0,00:00.0,00:00.0,E/15399-1,0,17142,Completed,0,00:00.0,00:00.0
SAIPEMLTD,SAIPEM LIMITED,6303,3,30,1,0,0,FENDER ITEMS,00:00.0,00:00.0,00:00.0,E/15399-3,0,17152,Completed,0,06:00.0,00:00.0
MPSTORAGE,SAMUEL BANNER & CO LTD,5318,1,10,1,1,8400,FIRE TANK PIPEWORK,00:00.0,00:00.0,00:00.0,E/12070-1,42000,13675,Completed,1,00:00.0,00:00.0
MPSTORAGE,SAMUEL BANNER & CO LTD,5339,1,10,1,1,2878.05,"TANK REPAIRS

",00:00.0,00:00.0,00:00.0,E/12135-1,17268.3,13722,Completed,1,00:00.0,00:00.0
MPSTORAGE,SAMUEL BANNER & CO LTD,5423,1,0,1,1,0,TANK REPAIRS,00:00.0,00:00.0,00:00.0,E/12406-1,0,NULL,NULL,NULL,NULL,NULL
MPSTORAGE,SAMUEL BANNER & CO LTD,5850,1,30,1,0,150666.03,REPLACEMENT STEAM LINE,00:00.0,00:00.0,00:00.0,E/13468-1,0,15654,Completed,0,00:00.0,00:00.0
SEMBCORP,SEMBCORP UTILITIES TEESSIDE LTD,3360,1,30,1,0,28650,ST11-DC-001 - FLASH VESSEL,00:00.0,00:00.0,00:00.0,E/7156-1,0,6917,Completed,0,00:00.0,00:00.0
SEMBCORP,SEMBCORP UTILITIES TEESSIDE LTD,3360,2,30,1,0,26200,ST11-DC-002 - FLASH VESSEL,00:00.0,00:00.0,00:00.0,E/7156-2,0,6918,Completed,0,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5382,1,30,1,0,0,LOWER DECK NODE LD-CP,00:00.0,00:00.0,00:00.0,E/12076-1,0,13859,Completed,0,20:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5382,2,10,1,1,0,TUBULARS,00:00.0,00:00.0,00:00.0,E/12076-2,0,13860,Completed,1,36:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5382,3,10,1,1,0,TEMPORARY PADEYES,00:00.0,00:00.0,00:00.0,E/12076-3,0,13861,Completed,1,54:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5382,4,0,1,1,18030,DNV THIRD PARTY INSPECTION,00:00.0,00:00.0,00:00.0,E/12076-4,36060,13863,Completed,1,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5382,8,0,1,1,9457.5,CRANE PEDESTAL - 10% UPON SUBMISSION OF MRB,00:00.0,00:00.0,00:00.0,E/12076-8,9457.5,13875,Completed,1,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5382,9,10,1,1,8250,RUNNING CTOD’s,00:00.0,00:00.0,00:00.0,E/12076-9,74250,13938,Completed,1,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5382,10,10,1,1,7634.4,"VARIATION TO ORDER 17-051

MANUFACTURE SUPPLY, INSTALL AND NDE EXAMINATION OF FLOOR PLATE, SUPPORT RING AND LADDER RUNG",00:00.0,00:00.0,00:00.0,E/12076-10,15268.8,14417,Completed,1,08:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5382,11,10,1,1,0,Marking of Spiral Staircase to Pedestal,00:00.0,00:00.0,00:00.0,E/12076-11,0,14455,Completed,1,06:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5387,1,10,1,1,34214.07,"EAST MEZZANINE WALKWAY STRUCTURE

DRG. CZC-064-ST-DD-1582-01 / 02",00:00.0,00:00.0,00:00.0,E/12147-1,2052844.2,13870,Completed,1,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5387,2,10,1,1,0,"WEST MEZZANINE WALKWAY STRUCTURE

DRG. CZC-064-ST-DD-1580-01 / 02 / 03",00:00.0,00:00.0,00:00.0,E/12147-2,0,13871,Completed,1,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5398,9,10,1,1,0,BRIDGE WALKWAY - CPF TO WHP - UPPER SECTION 4,00:00.0,00:00.0,00:00.0,E/12339-9,0,14208,Completed,1,36:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5398,11,30,1,0,0,BRIDGE WALKWAY - CPF TO WHP - UPPER SECTION ,00:00.0,00:00.0,00:00.0,E/12339-11,0,14210,Completed,0,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5398,12,10,1,1,7532,BRIDGE WALKWAY - CPF TO WHP - LOWER SECTION 1 - DRG NO DD-5600 - 1.554T @ £4847/T,00:00.0,00:00.0,00:00.0,E/12339-12,7532,14211,Completed,1,42:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5398,13,10,1,1,47291,BRIDGE WALKWAY - CPF TO ULQ - UPPER SECTION 3,00:00.0,00:00.0,00:00.0,E/12339-13,47291,14212,Completed,1,41:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5398,14,30,1,0,11674,BRIDGE WALKWAY - CPF TO ULQ - LOWER SECTION 3,00:00.0,00:00.0,00:00.0,E/12339-14,0,14213,Completed,0,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5398,15,30,1,0,15198,BRIDGE WALKWAY - CPF TO WHP - UPPER SECTION 5,00:00.0,00:00.0,00:00.0,E/12339-15,0,14214,Completed,0,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5398,16,30,1,0,4963,BRIDGE WALKWAY - CPF TO WHP - LOWER SECTION 5,00:00.0,00:00.0,00:00.0,E/12339-16,0,14215,Completed,0,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5398,21,30,1,0,29979,VARIATIONS - WALKWAY UNDER REVIEW WITH SLP,00:00.0,00:00.0,00:00.0,E/12339-21,0,14487,Completed,0,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5398,22,30,1,0,10685.23,"VARIATION TO ORDER
VO 17-059",00:00.0,00:00.0,00:00.0,E/12339-22,0,14488,Completed,0,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5406,1,10,1,1,117702,"SITE GRILLAGE, BRIDGE CPF to ULQ",00:00.0,00:00.0,00:00.0,E/12343-1,4237272,14227,Completed,1,47:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5406,2,10,1,1,247000,"SITE GRILLAGE, BRIDGE CPF to WHP",00:00.0,00:00.0,00:00.0,E/12343-2,13338000,14228,Completed,1,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5406,5,30,1,0,3900,"TRANSPORT - SITE GRILLAGE, BRIDGE CPF to ULQ",00:00.0,00:00.0,00:00.0,E/12343-5,0,14231,Completed,0,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5406,6,30,1,0,2550,"TRANSPORT - SITE GRILLAGE, BRIDGE CPF to WHP",00:00.0,00:00.0,00:00.0,E/12343-6,0,14232,Completed,0,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5410,1,30,1,0,0,PIPERACK SECTION 1 - GRID LINE 8+ TO 14,00:00.0,00:00.0,00:00.0,E/12387-1,0,14248,Completed,0,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5410,2,30,1,0,0,PIPERACK SECTION 2 - GRID LINE 1 TO 8,00:00.0,00:00.0,00:00.0,E/12387-2,0,14249,Completed,0,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5410,3,10,1,1,0,PIPERACK SECTION 3 - GRID LINE 14+ TO 17,00:00.0,00:00.0,00:00.0,E/12387-3,0,14250,Completed,1,59:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5410,4,30,1,0,0,DELIVERY OF PIPERACK SECTION 1 - 18/3/17,00:00.0,00:00.0,00:00.0,E/12387-4,0,14251,Completed,0,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5410,5,30,1,0,0,DELIVERY OF PIPERACK SECTION 2 - 25/3/17,00:00.0,00:00.0,00:00.0,E/12387-5,0,14252,Completed,0,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5410,6,30,1,0,0,DELIVERY OF PIPERACK SECTION 3 - TBC,00:00.0,00:00.0,00:00.0,E/12387-6,0,14253,Completed,0,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5410,7,30,1,0,58232.12,CULZEAN PIPERACKS (CPF to ULQ),00:00.0,00:00.0,00:00.0,E/12387-7,0,14261,Completed,0,02:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5431,1,10,1,1,22490,ELECTRICAL SUPPORTS ,00:00.0,00:00.0,00:00.0,E/12461-1,202410,14294,Completed,1,57:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5431,3,10,1,1,689,"VARIATION TO ORDER
VO 17-068",00:00.0,00:00.0,00:00.0,E/12461-3,689,14489,Completed,1,00:00.0,00:00.0
SEMBMARINE,SEMBMARINE SLP LIMITED,5432,1,30,1,0,64935.24,CPF to WHP BRIDGE PIPE RACKS,00:00.0,00:00.0,00:00.0,E/12433-1,0,14295,Completed,0,29:00.0,00:00.0
SEVERFIELD,SEVERFIELD (UK) LIMITED,5999,1,30,1,0,95775,T5 TRUSS,00:00.0,00:00.0,00:00.0,E/14283-1,0,16064,Completed,0,49:00.0,00:00.0
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5104,5,10,1,1,0,ATLANTIS TOOLING - BEARING HOUSING GUIDE PIN,00:00.0,00:00.0,00:00.0,E/11453-2,0,13247,Completed,1,07:00.0,00:00.0
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5104,6,0,1,1,0,ATLANTIS TOOLING - BEDPLATE MODIFICATIONS,00:00.0,00:00.0,00:00.0,E/11453-3,0,13248,Completed,1,00:00.0,00:00.0
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5104,7,10,1,1,0,ATLANTIS TOOLING - GEARBOX GUIDE PIN,00:00.0,00:00.0,00:00.0,E/11453-4,0,13249,Completed,1,00:00.0,00:00.0
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5104,8,10,1,1,0,ATLANTIS TOOLING - GEARBOX SUPPORT STAND,00:00.0,00:00.0,00:00.0,E/11453-5,0,13250,Completed,1,01:00.0,00:00.0
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5104,9,10,1,1,0,ATLANTIS TOOLING - GUIDE PIN,00:00.0,00:00.0,00:00.0,E/11453-6,0,13251,Completed,1,50:00.0,00:00.0
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5104,10,10,1,1,0,ATLANTIS TOOLING - LIFTING BRACKET - 1,00:00.0,00:00.0,00:00.0,E/11453-7,0,13252,Completed,1,40:00.0,00:00.0
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5104,11,10,1,1,0,ATLANTIS TOOLING - LIFTING BRACKET - 2,00:00.0,00:00.0,00:00.0,E/11453-8,0,13253,Completed,1,35:00.0,00:00.0
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5104,12,10,1,1,0,ATLANTIS TOOLING - LSS SUPPORT STAND,00:00.0,00:00.0,00:00.0,E/11453-9,0,13254,Completed,1,36:00.0,00:00.0
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5183,5,10,1,1,0,Transport to Blyth,00:00.0,00:00.0,00:00.0,E/11679-5,0,13373,Completed,1,00:00.0,00:00.0
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5183,6,30,1,0,0,Transport to Ross-Shire,00:00.0,00:00.0,00:00.0,E/11679-6,0,13374,Completed,0,00:00.0,00:00.0
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5194,1,30,1,0,0,CMS TOP BOX,00:00.0,00:00.0,00:00.0,E/11729-1,0,13415,Completed,0,00:00.0,00:00.0
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5194,2,30,1,0,0,CMS RISER,00:00.0,00:00.0,00:00.0,E/11729-2,0,13416,Completed,0,00:00.0,00:00.0
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5194,3,30,1,0,0,JUNCTION BOX,00:00.0,00:00.0,00:00.0,E/11729-3,0,13417,Completed,0,00:00.0,00:00.0
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5194,4,30,1,0,0,BALLAST KEEL,00:00.0,00:00.0,00:00.0,E/11729-4,0,13418,Completed,0,00:00.0,00:00.0
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5194,5,30,1,0,0,ASSEMBLY and TRANSPORT READY,00:00.0,00:00.0,00:00.0,E/11729-5,0,13419,Completed,0,00:00.0,00:00.0
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5194,6,30,1,0,0,DELIVERY,00:00.0,00:00.0,00:00.0,E/11729-6,0,13420,Completed,0,00:00.0,00:00.0
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5194,7,0,1,1,9169,MILESTONE PAYMENT - 10% - CONTRACT AWARD,00:00.0,00:00.0,00:00.0,E/11729-7,9169,13457,Completed,1,00:00.0,00:00.0
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5194,8,0,1,1,13754,MILESTONE PAYMENT - 15% - ON PLACEMENT OF MATERIAL / SUB-CONTRACT ORDERS,00:00.0,00:00.0,00:00.0,E/11729-8,13754,13458,Completed,1,00:00.0,00:00.0
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5194,9,0,1,1,13754,MILESTONE PAYMENT - 15% - ON PRIMARY MATERIAL DELIVERY,00:00.0,00:00.0,00:00.0,E/11729-9,13754,13459,Completed,1,00:00.0,00:00.0
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5194,16,0,1,1,1897,"VO 16/073
2-OFF TOP PIN HEMISPHERE
MATERIAL: ORKOT
PRODUCT TYPE: PA 
MATERIAL CODE: TLMM",00:00.0,00:00.0,00:00.0,E/11729-16,1897,NULL,NULL,NULL,NULL,NULL
ATLANTISLTD,SIMEC ATLANTIS ENERGY,5237,2,0,1,1,226.91,"VO 16/074
TEMPORARY FASTENERS & GASKETS FOR LOWER CMS PRESSURE TEST",00:00.0,00:00.0,00:00.0,E/11860-2,226.91,NULL,NULL,NULL,NULL,NULL
SMD,SMD LTD,3177,1,30,1,0,24995,12Te 'A' FRAME GANTRY (FIXED FRAME) AA0382_1,00:00.0,00:00.0,00:00.0,E/6868-1,0,6648,Completed,0,00:00.0,00:00.0
SMD,SMD LTD,3184,1,30,6,0,0,WEAR PLATES,00:00.0,00:00.0,00:00.0,E/6884-1,0,6655,Completed,0,00:00.0,00:00.0
SMD,SMD LTD,3201,1,30,1,0,448,"FABRICATION ARM, FLEETING FEELER
DRG. NO. AA3307",00:00.0,00:00.0,00:00.0,E/6889-1,0,6679,Completed,0,00:00.0,00:00.0
SMD,SMD LTD,3201,2,30,1,0,1390,"BEAM I SECTION FLEETING
DRG. NO. AD0401",00:00.0,00:00.0,00:00.0,E/6889-2,0,6680,Completed,0,00:00.0,00:00.0
SMD,SMD LTD,3201,3,30,1,0,330,"GUIDE CHANNEL - DRAG CHAIN
DRG. NO. AD0402",00:00.0,00:00.0,00:00.0,E/6889-3,0,6681,Completed,0,00:00.0,00:00.0
SMD,SMD LTD,3201,4,30,1,0,4378,"FABRICATION CARRIAGE FLEETING (FLOATING SPANNER)
DRG. NO. AD0538",00:00.0,00:00.0,00:00.0,E/6889-4,0,6682,Completed,0,00:00.0,00:00.0
SMD,SMD LTD,3201,5,30,1,0,20529,"FABRICATION DRUM
1375 CORE - 2750 LONG
DRG. NO. AD0399 ISSUE 0",00:00.0,00:00.0,00:00.0,E/6889-5,0,6683,Completed,0,00:00.0,00:00.0
SMD,SMD LTD,3201,6,30,1,0,17728,"FABRICATION FRAME UMBILICAL WINCH
DRG. NO. AD0389",00:00.0,00:00.0,00:00.0,E/6889-6,0,6684,Completed,0,00:00.0,00:00.0
SMD,SMD LTD,3201,7,30,1,0,1633,TO FIT LEBUS SHELL TO WINCH DRUM ASSEMBLY,00:00.0,00:00.0,00:00.0,E/6889-7,0,6685,Completed,0,00:00.0,00:00.0
SMD,SMD LTD,3215,1,30,1,0,24295,"BRAKE MOUNTING FLANGE
DRG. 008L001-111D ",00:00.0,00:00.0,00:00.0,E/6737-1,0,6699,Completed,0,00:00.0,00:00.0
SMD,SMD LTD,3217,1,30,1,0,68451,"BEARING SUPPORT STRUCTURE WELDMENT
DRG. NO. 008L001-104D ",00:00.0,00:00.0,00:00.0,E/6737-2,0,6704,Completed,0,00:00.0,00:00.0
SMD,SMD LTD,3241,1,30,1,0,11565,"9-OFF HATCH COVERS
DRG. 008L001-172D REV. 0",00:00.0,00:00.0,00:00.0,E/6964-1,0,6747,Completed,0,00:00.0,00:00.0
SMD,SMD LTD,3247,1,30,1,0,1992,"12Te 'A' FRAME PIPE GUARDS

CONSISTING OF:- 
1 NO. PT NO. AD1275
3 NO. PT NO. AD1276
1 NO. PT NO. AD1277
1 NO. PT NO. AD1278
1 NO. PT NO. AD1279
1 NO. PT NO. AD1280
1 NO. PT NO. AD1287",00:00.0,00:00.0,00:00.0,E/6987-1,0,6772,Completed,0,00:00.0,00:00.0
SMD,SMD LTD,3259,1,30,1,0,6286,SUPPLY ALL MATERIALS AND EQUIPMENT TO HYDRO TEST BEARING HOUSING AND GEARBOX HOUSING,00:00.0,00:00.0,00:00.0,E/6982-1,0,6787,Completed,0,00:00.0,00:00.0
SMD,SMD LTD,3260,1,30,1,0,22748,"(1) BEARING HOUSING / SHAFT ASSEMBLY SUPPORT

(2) BEARING HOUSING HORIZONTAL SUPPORT

(3) GEARBOX / BEARING / GENERATOR SUPPORT ",00:00.0,00:00.0,00:00.0,E/6983-1,0,6788,Completed,0,00:00.0,00:00.0
SMD,SMD LTD,3264,1,30,1,0,7966,FRONT SEAL SUPPORT COVER - 008L001-115D,00:00.0,00:00.0,00:00.0,E/6737-4,0,6792,Completed,0,00:00.0,00:00.0
SMD,SMD LTD,3279,1,30,1,0,124545.5,"ROTARY HUB ASSEMBLY
DRG. NO. 008L001-149D 
PART AD2427/1
& CONCEPT DRAWINGS",00:00.0,00:00.0,00:00.0,E/6737-5,0,6810,Completed,0,00:00.0,00:00.0
SMD,SMD LTD,3279,2,30,1,0,88821.5,"STATIC HUB ASSEMBLY
DRG. NO. 008L001-150D
PART NO. AD2428/0
& CONCEPT DRAWINGS ",00:00.0,00:00.0,00:00.0,E/6737-6,0,6814,Completed,0,00:00.0,00:00.0
SMD,SMD LTD,3297,1,30,1,0,3772,"2 NO. STRAIGHT DAMPING LINKS
DRG. PF6374/0

2 NO. BENT DAMPING LINKS
DRG. PF6375/0",00:00.0,00:00.0,00:00.0,E/7100-1,0,6836,Completed,0,00:00.0,00:00.0
SMD,SMD LTD,3336,1,30,1,0,29432,LIFTING FRAMEWORK,00:00.0,00:00.0,00:00.0,E/7202-1,0,6887,Completed,0,00:00.0,00:00.0
